id,userId,teamId
81331369-f240-40bd-87f2-3ffb0e58ea32,22af8895-e275-4b97-9038-b764f75ff284,90443e50-7775-4402-bf47-52cd629f42b2
1a091084-7822-4984-b835-0e0be85ec353,e4749c87-00c6-41a9-845f-cb7934e49a18,cb0212b0-64f6-4f7d-8295-ace69dd1bf26
3209980a-227a-4ca0-9ded-16bdae4733b1,51192368-1d82-4bd8-be1d-d9c12255f4f0,b5f58175-1b86-4b5a-8d2f-029193d34c53
ab407184-0801-4e31-90f1-14e048ce474d,51192368-1d82-4bd8-be1d-d9c12255f4f0,0f578cb1-2756-4969-8376-88fad4e1abb0
779c5cec-1ea7-4a09-83ea-dbad8a857d78,cbe736f0-31a6-4a79-9c0a-912a36f247ef,9ab03f81-41a3-4cbd-910b-7a33926dcd0c
17e86cd3-e2b4-47bb-a4b5-38f964350afd,cbe736f0-31a6-4a79-9c0a-912a36f247ef,7a5548af-a533-4fac-9ac7-3f3e1069eb23
c120530b-676d-4a50-89b1-ce4e4fba3a57,0353d2aa-d021-4ba5-97d2-b36498428de8,b5f58175-1b86-4b5a-8d2f-029193d34c53
b34bcc0e-0312-4428-a4f3-9379688a48ef,0353d2aa-d021-4ba5-97d2-b36498428de8,90443e50-7775-4402-bf47-52cd629f42b2
e9fde966-cb7d-4df3-9bad-8268fad4d346,dae4cfc5-361c-4048-a5b3-27a0dfe18438,0f578cb1-2756-4969-8376-88fad4e1abb0
979b7448-ef3e-4f51-9ee9-e8f84b90dc9e,dae4cfc5-361c-4048-a5b3-27a0dfe18438,cb0212b0-64f6-4f7d-8295-ace69dd1bf26
6633c673-2ad0-4dff-9de6-0a2bd9de9ee9,6ad814ca-49f6-4553-9e1f-3cdd049a991b,9ab03f81-41a3-4cbd-910b-7a33926dcd0c
02f7a6bf-390c-4be4-914b-20938ea0abf0,6ad814ca-49f6-4553-9e1f-3cdd049a991b,90443e50-7775-4402-bf47-52cd629f42b2
ffb1e3ba-518c-4e37-aade-bcfe5703a264,50674f21-e6ea-44f6-9bea-1f57dd94a7ab,b5f58175-1b86-4b5a-8d2f-029193d34c53
2c214c72-61c2-437e-b067-cd584ae1542c,50674f21-e6ea-44f6-9bea-1f57dd94a7ab,7a5548af-a533-4fac-9ac7-3f3e1069eb23
f5342ec1-156e-4eb7-b605-9a82701a26e0,0749f55b-3cba-41a5-bfdb-47120d9ea190,0f578cb1-2756-4969-8376-88fad4e1abb0
8f24a18d-5b58-472b-a3cd-1af70bb78742,0749f55b-3cba-41a5-bfdb-47120d9ea190,7a5548af-a533-4fac-9ac7-3f3e1069eb23
fd427232-47c8-4081-815c-36bbc7f7dca4,5747a1bb-dd5b-46be-b650-2db7846db93b,cb0212b0-64f6-4f7d-8295-ace69dd1bf26
2c2e5ae9-0202-4e93-afc5-75498e1af0d6,5747a1bb-dd5b-46be-b650-2db7846db93b,9ab03f81-41a3-4cbd-910b-7a33926dcd0c
7e499cf5-8edf-480f-bee3-668cfa731672,7f6f6368-e4ab-480b-b8e7-e543d85cdba6,b5f58175-1b86-4b5a-8d2f-029193d34c53
5f72e149-bd51-484e-a3eb-92c436556f31,7f6f6368-e4ab-480b-b8e7-e543d85cdba6,7a5548af-a533-4fac-9ac7-3f3e1069eb23
0f2a666d-81f1-49f3-8a47-f88a844c69db,733e2b3a-3986-45a5-8281-c866dde6219f,0f578cb1-2756-4969-8376-88fad4e1abb0
1c9393e3-7684-4c5b-bc11-e8550b7f4491,733e2b3a-3986-45a5-8281-c866dde6219f,90443e50-7775-4402-bf47-52cd629f42b2
a44af522-b87b-4d3c-b843-1e9b37584332,deb2e401-5119-4379-943d-47cf915cddaa,9ab03f81-41a3-4cbd-910b-7a33926dcd0c
fc06aa0e-fb5c-41f8-9c00-24aea050f791,deb2e401-5119-4379-943d-47cf915cddaa,7a5548af-a533-4fac-9ac7-3f3e1069eb23
8ee12f41-475c-478b-b548-f9766e805921,00ed7472-1c90-4d4f-ba6c-3853ef82a08a,b5f58175-1b86-4b5a-8d2f-029193d34c53
4610b7a1-e8f2-4168-ba69-eb56416b7d92,00ed7472-1c90-4d4f-ba6c-3853ef82a08a,cb0212b0-64f6-4f7d-8295-ace69dd1bf26
5e7e13e0-4390-45f9-af3e-1a7470cebfd6,1b58c2a4-bd27-4404-951c-25af54122030,0f578cb1-2756-4969-8376-88fad4e1abb0
20581f40-6ae7-4e2e-8cb6-8540be5db5b0,1b58c2a4-bd27-4404-951c-25af54122030,cb0212b0-64f6-4f7d-8295-ace69dd1bf26
85a4cabe-db61-41ac-902b-b86be9e85f0d,9ef05f0c-90f4-4179-8321-56116c211d3d,9ab03f81-41a3-4cbd-910b-7a33926dcd0c
ccc6571a-7af1-4633-9d1c-ecb0858803ce,9ef05f0c-90f4-4179-8321-56116c211d3d,7a5548af-a533-4fac-9ac7-3f3e1069eb23
a8268b71-b66b-42c3-b7cb-0c0d399a9cf2,597d98a6-cf95-4849-b327-d724df3009e7,b5f58175-1b86-4b5a-8d2f-029193d34c53
47b29404-07e5-4f0e-ac44-69fd457e97d8,597d98a6-cf95-4849-b327-d724df3009e7,90443e50-7775-4402-bf47-52cd629f42b2
d7ae6f6a-f3a5-417d-be4c-7be791f001c4,b2082870-fb66-4bcf-82b1-71036571ec46,0f578cb1-2756-4969-8376-88fad4e1abb0
70305c7f-6c5f-4a08-926e-6811a3a1fad5,b2082870-fb66-4bcf-82b1-71036571ec46,7a5548af-a533-4fac-9ac7-3f3e1069eb23
9f24df6b-7bca-47c9-8f61-9f203d19c2fa,85372e59-d5c4-4f6c-890d-acc87368d9d2,7a5548af-a533-4fac-9ac7-3f3e1069eb23
3697dcf3-5ed7-4353-86ea-7c26db08354b,85372e59-d5c4-4f6c-890d-acc87368d9d2,90443e50-7775-4402-bf47-52cd629f42b2
6a07b7eb-00f0-4cb2-b6d2-f19a5c5ce978,19abe5a2-7666-4867-975c-91633c4862e9,9ab03f81-41a3-4cbd-910b-7a33926dcd0c
f40596c9-6f83-44ee-b09f-579a812acc7e,19abe5a2-7666-4867-975c-91633c4862e9,0f578cb1-2756-4969-8376-88fad4e1abb0
